product_name,description,product_category_tree
speedwav 240440 sun shade for chevrolet spark,specifications of speedwav 240440 sun shade for chevrolet spark dashboard general brand speedwav model number 240440 placement position dashboard color silver dimensions weight 978 g height 5 cm width 15 cm depth 5 cm in the box pack of 1,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240440 Sun Shade For Chevrolet Spark (D...""]"
debock debock earphone for samsung galaxy s advance i9070 stereo dynamic headphone wired headphones,key features of debock debock earphone for samsung galaxy s advance i9070 stereo dynamic headphone wired headphones 3d sound clear vocals genuine output best quality 100 compatibledebock debock earphone for samsung galaxy s advance i9070 stereo dynamic headphone wired headphones pink in the ear price rs 320 high quality headphone for a disturbance free experince with 3d sound maximum comfort and superb performance excellenct for interactive games internet telephony and personal music player and mobile phones with clear vocals acoustically and ergonomically designed for a superior listening experiencespecifications of debock debock earphone for samsung galaxy s advance i9070 stereo dynamic headphone wired headphones pink in the ear general headset design earbud brand debock number of pins 1 wiredwireless wired designed for mobile controls track control volume control compatible devices mobile headphone type in the ear model id debock earphone for samsung galaxy s advance i9070 in sales package headphone color pink performance features other performance features clear base and trable noise cancellation yes deep bass no bluetooth bluetooth no warranty covered in warranty manufacturing defects only warranty summary 6 months warranty service type demage warranty not covered in warranty cable connectivity headphone jack 35mm additional features sweat proof yes flatwire yes foldablecollapsible yes,"[""Mobiles & Accessories >> Mobile Accessories >> Headphones >> DEBOCK Headphones >> DEBOCK DEBOCK Earphone For Samsung galaxy s adva...""]"
speedwav 240363 sun shade for renault duster,specifications of speedwav 240363 sun shade for renault duster dashboard general brand speedwav model number 240363 placement position dashboard color silver dimensions weight 978 g height 5 cm width 15 cm depth 5 cm in the box pack of 1,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240363 Sun Shade For Renault Duster (Da...""]"
fs mini klub printed baby girls basic shorts,specifications of fs mini klub printed baby girls basic shorts shorts details number of contents in sales package pack of 2 fabric cotton type basic shorts general details pattern printed ideal for baby girls occasion casual additional details style code 88egbfb0077 lime in the box 2 basic shorts,"[""Baby Care >> Infant Wear >> Baby Girls' Clothes >> Shorts & Trousers >> Shorts >> FS Mini Klub Shorts >> FS Mini Klub Printed Baby Girl's Basic Shorts""]"
speedwav 240420 sun shade for ford figo,specifications of speedwav 240420 sun shade for ford figo dashboard general brand speedwav model number 240420 placement position dashboard color silver dimensions weight 978 g height 5 cm width 15 cm depth 5 cm in the box pack of 1,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240420 Sun Shade For Ford Figo (Dashboard)""]"
speedwav 240437 sun shade for hyundai i10,specifications of speedwav 240437 sun shade for hyundai i10 dashboard general brand speedwav model number 240437 placement position dashboard color silver dimensions weight 978 g height 5 cm width 15 cm depth 5 cm in the box pack of 1,"[""Speedwav 240437 Sun Shade For Hyundai i10 (Dashb...""]"
speedwav 240350 sun shade for tata indigo cs,specifications of speedwav 240350 sun shade for tata indigo cs dashboard general brand speedwav model number 240350 placement position dashboard color silver dimensions weight 978 g height 5 cm width 15 cm depth 5 cm in the box pack of 1,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240350 Sun Shade For Tata Indigo CS (Da...""]"
speedwav 240362 sun shade for renault duster,specifications of speedwav 240362 sun shade for renault duster dashboard general brand speedwav model number 240362 placement position dashboard color silver dimensions weight 978 g height 5 cm width 15 cm depth 5 cm in the box pack of 1,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240362 Sun Shade For Renault Duster (Da...""]"
speedwav 240461 sun shade for maruti 800,specifications of speedwav 240461 sun shade for maruti 800 dashboard general brand speedwav model number 240461 placement position dashboard color silver dimensions weight 978 g height 5 cm width 15 cm depth 5 cm in the box pack of 1,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240461 Sun Shade For Maruti 800 (Dashbo...""]"
vitamins solid baby girls basic shorts,specifications of vitamins solid baby girls basic shorts shorts details number of contents in sales package pack of 1 fabric cotton type basic shorts general details pattern solid occasion casual ideal for baby girls in the box 1 short additional details style code 05tg87020nblue fabric care gentle machine wash in lukewarm water do not bleach,"[""Baby Care >> Infant Wear >> Baby Girls' Clothes >> Shorts & Trousers >> Shorts >> Vitamins Shorts >> Vitamins Solid Baby Girl's Basic Shorts""]"
debock debock earphone for htc desire 320 stereo dynamic headphone wired headphones,key features of debock debock earphone for htc desire 320 stereo dynamic headphone wired headphones 3d sound clear vocals genuine output best quality 100 compatibledebock debock earphone for htc desire 320 stereo dynamic headphone wired headphones pink in the ear price rs 320 high quality headphone for a disturbance free experince with 3d sound maximum comfort and superb performance excellenct for interactive games internet telephony and personal music player and mobile phones with clear vocals acoustically and ergonomically designed for a superior listening experiencespecifications of debock debock earphone for htc desire 320 stereo dynamic headphone wired headphones pink in the ear general headset design earbud brand debock number of pins 1 wiredwireless wired designed for mobile controls track control volume control compatible devices mobile headphone type in the ear model id debock earphone for htc desire 320 in sales package headphone color pink performance features other performance features clear base and trable noise cancellation yes deep bass no bluetooth bluetooth no warranty covered in warranty manufacturing defects only warranty summary 6 months warranty service type demage warranty not covered in warranty cable connectivity headphone jack 35mm additional features sweat proof yes flatwire yes foldablecollapsible yes,"[""Mobiles & Accessories >> Mobile Accessories >> Headphones >> DEBOCK Headphones >> DEBOCK DEBOCK Earphone For HTC Desire 320 Stereo...""]"
speedwav 240460 sun shade for maruti 800,specifications of speedwav 240460 sun shade for maruti 800 dashboard general brand speedwav model number 240460 placement position dashboard color silver dimensions weight 978 g height 5 cm width 15 cm depth 5 cm in the box pack of 1,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240460 Sun Shade For Maruti 800 (Dashbo...""]"
speedwav 240404 sun shade for fiat punto,specifications of speedwav 240404 sun shade for fiat punto dashboard general brand speedwav model number 240404 placement position dashboard color silver dimensions weight 978 g height 5 cm width 15 cm depth 5 cm in the box pack of 1,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240404 Sun Shade For Fiat Punto (Dashbo...""]"
speedwav 240327 sun shade for fiat linea,specifications of speedwav 240327 sun shade for fiat linea dashboard general brand speedwav model number 240327 placement position dashboard color silver dimensions weight 978 g height 5 cm width 15 cm depth 5 cm in the box pack of 1,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240327 Sun Shade For Fiat Linea (Dashbo...""]"
vitamins graphic print baby girls basic shorts,key features of vitamins graphic print baby girls basic shorts cotton antra melangespecifications of vitamins graphic print baby girls basic shorts general details ideal for baby girls occasion casual pattern graphic print shorts details type basic shorts fabric cotton number of contents in sales package pack of 1 fabric care gentle machine wash in lukewarm water do not bleach additional details style code 05tg87026antra melange in the box 1 shorts,"[""Baby Care >> Infant Wear >> Baby Girls' Clothes >> Shorts & Trousers >> Shorts >> Vitamins Shorts >> Vitamins Graphic Print Baby Girl's Basic Shorts""]"
vitamins embroidered baby girls denim shorts,specifications of vitamins embroidered baby girls denim shorts general details ideal for baby girls occasion casual pattern embroidered shorts details type denim shorts fabric cotton pockets mitered patch pocket on thigh number of contents in sales package pack of 1 fabric care gentle machine wash in lukewarm water do not bleach additional details style code 05tg16624raw rani in the box 1 shorts,"[""Baby Care >> Infant Wear >> Baby Girls' Clothes >> Shorts & Trousers >> Shorts >> Vitamins Shorts >> Vitamins Embroidered Baby Girl's Denim Shorts""]"
vitamins solid baby girls basic shorts,key features of vitamins solid baby girls basic shorts cotton nbluespecifications of vitamins solid baby girls basic shorts shorts details number of contents in sales package pack of 1 fabric cotton type basic shorts general details pattern solid occasion casual ideal for baby girls in the box 1 short additional details style code 05tg87024nblue fabric care gentle machine wash in lukewarm water do not bleach,"[""Vitamins Solid Baby Girl's Basic Shorts""]"
speedo logo panel aquashort graphic print mens,key features of speedo logo panel aquashort graphic print mens fabric endurance10 brand color black fluo yellowspeedo logo panel aquashort graphic print mens price rs 1399 offering great freedom of movement and a stylish sporty design our bestselling aquashorts are ideal for fitness training and include a drawstring waist for a secure fit featuring our softtouch quickdrying endurance 10 fabric they offer superb comfort and shape retention swim after swim comfy durable and designed to fit like new for longer no matter how often you trainspecifications of speedo logo panel aquashort graphic print mens swimsuit details fabric endurance10 type swimdress general details pattern graphic print occasion lifestyle sports ideal for mens fabric care gentle hand wash,"[""Sports & Fitness >> Other Sports >> Swimming >> Swimsuits >> Speedo Swimsuits >> Speedo Logo Panel Aquashort Graphic Print Men's""]"
fs mini klub printed baby girls basic shorts,key features of fs mini klub printed baby girls basic shorts cotton multispecifications of fs mini klub printed baby girls basic shorts shorts details number of contents in sales package pack of 2 fabric cotton type basic shorts general details pattern printed ideal for baby girls occasion casual additional details style code 88egbsb0315 multi in the box 2 basic shorts,"[""Baby Care >> Infant Wear >> Baby Girls' Clothes >> Shorts & Trousers >> Shorts >> FS Mini Klub Shorts >> FS Mini Klub Printed Baby Girl's Basic Shorts""]"
speedwav 240439 sun shade for chevrolet beat,specifications of speedwav 240439 sun shade for chevrolet beat dashboard general brand speedwav model number 240439 placement position dashboard color silver dimensions weight 978 g height 5 cm width 15 cm depth 5 cm in the box pack of 1,"[""Automotive >> Accessories & Spare parts >> Car Interior & Exterior >> Car Interior >> Car Sun Shades >> Speedwav 240439 Sun Shade For Chevrolet Beat (Da...""]"
ke gift box stor jewellary vanity jewellery,specifications of ke gift box stor jewellary vanity jewellery blue additional features gift box body features body material wood aluminium number of drawers 1 drawer number of compartments 1 compartment in the box sales package gift box,"[""Beauty and Personal Care >> Makeup >> Vanity Boxes >> KE Vanity Boxes >> KE GIFT BOX STOR JEWELLARY Vanity Jewellery (BLUE)""]"
kartique handmade wooden box for women jewel organizer square anchor dcor jewellery box vanity jewellery,specifications of kartique handmade wooden box for women jewel organizer square anchor dcor jewellery box vanity jewellery brown in the box sales package 1 vanity box body features body material wooden,"[""Beauty and Personal Care >> Makeup >> Vanity Boxes >> Kartique Vanity Boxes >> Kartique Handmade Wooden Box for Women Jewel Org...""]"
darpan excellent right hand commercial scissors,darpan excellent right hand commercial scissors set of 03 yellow black blue metal price rs 599 large size scissor 25 cm height medium size scissor 21 cm smaller size scissor 14 cm heightspecifications of darpan excellent right hand commercial scissors set of 03 yellow black blue metal general type commercial application home school project office use packing purpose model name solo set contents 3 scissors ideal age 8 year usage right hand in the box large size scissor medium size scissor smaller size scissor body features handle plastic blade material stainless steel additional features attractive look,"[""Pens & Stationery >> Office Supplies >> Scissors >> DARPAN Scissors >> DARPAN Excellent Right Hand commercial Scissors ...""]"
kartique hand made box in smooth finish with glass lid jewellery box vanity jewellery,key features of kartique hand made box in smooth finish with glass lid jewellery box vanity jewellery jewellery box smooth finish glass cover snap on lockkartique hand made box in smooth finish with glass lid jewellery box vanity jewellery brown price rs 345 receptacles for trinkets and jewels beautiful collectible and unique gift for years to preserve specifications of kartique hand made box in smooth finish with glass lid jewellery box vanity jewellery brown body features body material wooden in the box sales package 1 vanity box,"[""Beauty and Personal Care >> Makeup >> Vanity Boxes >> Kartique Vanity Boxes >> Kartique Hand Made Box in smooth Finish with Gla...""]"
giorgio armani smooth silk lip pencil 12,giorgio armani smooth silk lip pencil 12 soyeux 12 price rs 1710 glides on smoothly and defines the look of your lips with gorgeous colourspecifications of giorgio armani smooth silk lip pencil 12 soyeux 12 lip liner details dualtipped no shade soyeux 12 waterproof no smudgefree no size 114 in the box 1 lip pencil,"[""Beauty and Personal Care >> Makeup >> Lips >> Lip Liners >> Giorgio Armani Lip Liners >> Giorgio Armani SMOOTH SILK LIP PENCIL 12 (Soyeux...""]"
jaipur print cotton floral diwan set,key features of jaipur print cotton floral diwan set fast colour hand printed superior qualityjaipur print cotton floral diwan set price rs 2499 this nice and beautiful diwan set is made in city of kings jaipur it gives royal look to your house its superior quality printing gives your house new look royal diwan set made in royal city jaipurspecifications of jaipur print cotton floral diwan set general brand jaipur print design code diwan4 material cotton style code diwan4 pattern floral color multicolor warranty covered in warranty only manufacturing defect not covered in warranty if product is used or not returne its origional packing dimensions bolster cover length 29 inch 40 cm weight 900 g cushion cover width 15 inch 40 cm cushion cover length 15 inch 40 cm diwan sheet length 86 inch 220 cm diwan sheet width 59 inch 150 cm additional features fabric care do not bleach in the box number of contents in sales package pack of 8 sales package 1 single bedsheet with 5 cushion covers and 2 bolster cover,"[""Home Furnishing >> Living Room Furnishing >> Diwan Sets >> Jaipur Print Diwan Sets >> Jaipur Print Cotton Floral Diwan Set""]"
silvesto india stone pendant,key features of silvesto india stone pendant ideal for girls women occasion everyday theme naspecifications of silvesto india stone pendant pearl features pearl type na general body material stone brand silvesto india gemstone na theme na model number pg8862 preciousartificial jewellery fashion jewellery plating na type pendant occasion everyday ideal for girls women chain features chain included no chain type n diamond features diamond weight 000 diamong color grade na diamond cut na diamond clarity na dimensions silver weight 000 g additional features certification na,"[""Jewellery >> Pendants & Lockets >> Silvesto India Stone Pendant""]"
gehna yellow gold zircon silver pendant,key features of gehna yellow gold zircon silver pendant ideal for women girls occasion everyday wedding engagement theme nagehna yellow gold zircon silver pendant price rs 586 lord krishna pendant studded with ad stonesspecifications of gehna yellow gold zircon silver pendant pearl features pearl type na general body material silver brand gehna gemstone zircon theme na preciousartificial jewellery fashion jewellery model number fp1084 plating yellow gold type pendant ideal for women girls occasion everyday wedding engagement chain features chain included no diamond features diamond weight na diamong color grade na diamond cut na diamond clarity na dimensions weight 28 g silver weight na g height 3175 mm additional features certification na in the box pack of 1,"[""Jewellery >> Pendants & Lockets >> Gehna Yellow Gold Zircon Silver Pendant""]"
kirati flower design 14k yellow gold garnet cubic zirconia sterling silver pendant,key features of kirati flower design 14k yellow gold garnet cubic zirconia sterling silver pendant ideal for girls women occasion wedding engagement workwear everyday love chain included theme nakirati flower design 14k yellow gold garnet cubic zirconia sterling silver pendant price rs 2178 catch a hold of this breathtaking flower shape pendant which is finely crafted in 14k yellow gold plated 925 sterling silverspecifications of kirati flower design 14k yellow gold garnet cubic zirconia sterling silver pendant pearl features pearl type na general body material sterling silver brand kirati gemstone garnet cubic zirconia theme na preciousartificial jewellery semi precious jewellery model number b07547p15 plating 14k yellow gold type pendant model name flower design ideal for girls women occasion wedding engagement workwear everyday love chain features chain included yes diamond features diamond weight 00 diamong color grade na diamond cut na diamond clarity na dimensions silver weight 23 g additional features certification na,"[""Jewellery >> Pendants & Lockets >> Kirati Flower Design 14K Yellow Gold Garnet, Cub...""]"
silvesto india stone pendant,key features of silvesto india stone pendant ideal for girls women occasion everyday theme naspecifications of silvesto india stone pendant pearl features pearl type na general body material stone brand silvesto india gemstone na theme na model number pg8861 preciousartificial jewellery fashion jewellery plating na type pendant occasion everyday ideal for girls women chain features chain included no diamond features diamond weight 000 diamong color grade na diamond cut na diamond clarity na dimensions silver weight 000 g additional features certification na,"[""Jewellery >> Pendants & Lockets >> Silvesto India Stone Pendant""]"
florence9 baby cap red checks cap,key features of florence9 baby cap red checks cap red checks cottonspecifications of florence9 baby cap red checks cap cap details number of contents in sales package pack of 1 fabric cotton type baby cap red checks general details occasion casual ideal for baby boys baby girls additional details style code baby cap red checks,"[""Baby Care >> Infant Wear >> Baby Boys' Clothes >> Accessories >> Caps >> florence9 Caps >> florence9 baby cap red checks Cap""]"
vastrani casual full sleeve printed womens top,key features of vastrani casual full sleeve printed womens top purplevastrani casual full sleeve printed womens top price rs 479 dial your weekend fashion quotient with this modish top this top regular fit for daylong comfort this printed top is best worn with slimfit denims the black colored pipping pattern on the neck line the blue colored top is fabricated in crepe get this gorgeous top nowspecifications of vastrani casual full sleeve printed womens top top details sleeve full sleeve belt included no number of contents in sales package pack of 1 fabric georgette type top neck round neck general details pattern printed ideal for womens occasion casual fabric care dry clean only in the box 1 top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Vastrani Tops >> Vastrani Casual Full Sleeve Printed Women's Top""]"
mothercare leggings,specifications of mothercare leggings pack of 3 general details number of contents in sales package pack of 3 fabric cotton blend type leggings waistband elastic season aw15 pattern solid occasion casual additional details other features printed pattern for one legging,"[""Clothing >> Kids' Clothing >> Infants Wear >> Baby Girls >> Leggings & Jeggings >> Mothercare Leggings & Jeggings >> Mothercare Leggings (Pack of 3)""]"
steelseries siberia 200 wired headset,key features of steelseries siberia 200 wired headset over the ear headset circumaural headset over the head wired headset padded earcupsspecifications of steelseries siberia 200 wired headset forged red headset sound features headset frequency response 10 28000 hz headset driver units 50 mm general headset design over the head brand steelseries wiredwireless wired compatible devices computer mobile tablet type of headset over the ear model id siberia 200 in sales package main unit manual magnet type neodymium color forged red sound features noise reduction headphones 112 warranty warranty summary 2 years warranty connectivity connector type dual 35 mm 3 pole plug microphone features microphone type mono microphone microphone frequency response 50 16000 hz microphone impedance 2200 ohm additional features adapter single 35 mm 4 pole plug microphone pickup pattern unidirectional iconic 50 mm drivers retractable mic suspension headband,"[""Gaming >> Gaming Accessories >> Headphones (With Mic) >> Steelseries Headphones (With Mic) >> Steelseries Siberia 200 Wired Headset (Forged Red)""]"
speedwav 232305 hood car sticker,key features of speedwav 232305 hood car sticker type 3d chrome plated decals shape rectangular pack of 1 length 135 cmspecifications of speedwav 232305 hood car sticker multicolor general brand speedwav shape rectangular model number 232305 type 3d chrome plated decals sticking area hood pack of 1 color multicolor dimensions length 135 cm width 10 cm thickness 10 mm,"[""Automotive >> Accessories & Spare parts >> Car & Bike Styling >> Car Styling >> Car Stickers & Decals >> Speedwav 232305 Hood Car Sticker (Multicolor)""]"
techware microwavable tea cups wf13115 purple wf13115 p,key features of techware microwavable tea cups wf13115 purple wf13115 p microwave safe no pvc dishwasher safe 100 food grade no pvc coldheat resistance 20c 100ctechware microwavable tea cups wf13115 purple wf13115 p purple pack of 6 price rs 424 modern design to compliment your kitchen needs set of six durable and high quality microwavable and dishwasher safe tea cups the bowls are bpa free lead free and 100 food gradespecifications of techware microwavable tea cups wf13115 purple wf13115 p purple pack of 6 general brand techware model number wf13115 p shade purple type tea dishwasher safe yes material plastic model name microwavable tea cups wf13115 purple capacity 150 ml color purple body and design features design floral injection mould in the box sales package 6 cups pack of 6 additional features break resistant yes other features microwave safe 100 food grade no pvc scratch resistant yes microwave safe yes stackable yes,"[""Kitchen & Dining >> Dinnerware & Crockery >> Cups & Saucers >> Techware Cups & Saucers >> Techware Microwavable Tea Cups WF13115 - Purple ...""]"
vareesha wooden key holder,key features of vareesha wooden key holder hand made using wrought iron and mango wood color brown material sheesham wood care instructions clean with a wet cloth and wipe gentlyvareesha wooden key holder 8 hooks multicolor price rs 1199 traditional design combined with utility this wood and iron designed keybox is a convenient place to store all your keys the iron design has a glass back to protect from dust and makes this box very manageable has 6 hooks inside for your keys which are less frequently used and 2 bigger hooks outside for car keys and other bigger keys which are used dailyspecifications of vareesha wooden key holder 8 hooks multicolor general brand vareesha model number vsswh001 material wooden number of hooks 8 color multicolor in the box sales package 1 keyhanger pack of 1 dimensions weight 900 g other dimensions lbh20x10x35 cms,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Key Holders >> VarEesha Key Holders >> VarEesha Wooden Key Holder (8 Hooks, Multicolor)""]"
and designs artistic wooden key holder wooden key holder,key features of and designs artistic wooden key holder wooden key holder cloth hanger artistic handicraft package holder treditional handicraftand designs artistic wooden key holder wooden key holder 6 hooks multicolor price rs 300 artistic handicrafts key holder cloth hanger wall decoratorspecifications of and designs artistic wooden key holder wooden key holder 6 hooks multicolor general shape semi circle brand and designs model number and021600028 material wooden model name artistic wooden key holder number of hooks 6 color multicolor in the box sales package 1 key holder pack of 1 dimensions height 13 cm width 25 cm,"[""Home Decor & Festive Needs >> Wall Decor & Clocks >> Key Holders >> AND Designs Key Holders >> AND Designs Artistic Wooden Key Holder Wooden Ke...""]"
speedwav 232358 hood car sticker,key features of speedwav 232358 hood car sticker type 3d chrome plated decals shape rectangular pack of 1 length 135 cmspecifications of speedwav 232358 hood car sticker multicolor general brand speedwav shape rectangular model number 232358 type 3d chrome plated decals sticking area hood pack of 1 color multicolor dimensions length 135 cm width 10 cm thickness 10 mm,"[""Automotive >> Accessories & Spare parts >> Car & Bike Styling >> Car Styling >> Car Stickers & Decals >> Speedwav 232358 Hood Car Sticker (Multicolor)""]"
platex classy 1000 ml bottle,key features of platex classy 1000 ml bottle 1 litre capacity matching color lid with bottle stainless steel strong wire beautifully designed unique locking mechanism 100 leak proof when shutplatex classy 1000 ml bottle pack of 1 green price rs 380 mass production scale presents a range of platex classical bottles with multicolors european designed and best combination of set it contains matching color lid with bottle functional kitchen and dining accessories like this clip top bottle are very useful the clip top bottle is a very handy product in kitchen used for storage purposes these are leak proof and dishwasher safe these are light and portable it has a unique locking mechanism that will keep your beverages secure and germ freespecifications of platex classy 1000 ml bottle pack of 1 green general body material glass type bottle in the box number of contents in sales package pack of 1 sales package 1 glass bottle 1000 ml,"[""Kitchen & Dining >> Containers & Bottles >> Bottles & Sippers >> Water bottle >> Platex Water bottle >> Platex Classy 1000 ml Bottle (Pack of 1, Green)""]"
bonheur casual 34 sleeve floral print womens top,key features of bonheur casual 34 sleeve floral print womens top multi colorbonheur casual 34 sleeve floral print womens top price rs 899 this is unique and stylish multi color printed top round neck gathers neck with poly knit lining this regular fit top will keep you comfortable in summers this beautiful creation will give you a trendy look when clubbed with matching leggings and sandalsspecifications of bonheur casual 34 sleeve floral print womens top top details sleeve 34 sleeve number of contents in sales package pack of 1 fabric polyester type top neck round neck general details pattern floral print ideal for womens occasion casual in the box top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> BONHEUR Tops >> BONHEUR Casual 3/4 Sleeve Floral Print Women's Top""]"
stealodeal grand harvest 11 function multi utility swiss knife,specifications of stealodeal grand harvest 11 function multi utility swiss knife blue body material blade material stainless steel general number of tools 11 model name grand harvest warranty 1 month replacement warranty against manufacturing defects tools scissors yes can opener yes main blade yes cork screw yes general tools bottle opener key ring saw hook small blade yes,"[""Home Improvement >> Tools >> Hand Tools >> Swiss Knives >> Stealodeal Grand Harvest 11 Function Multi Utili...""]"
zevrr sterling silver swarovski zirconia platinum na k ring,key features of zevrr sterling silver swarovski zirconia platinum na k ring rings designerzevrr sterling silver swarovski zirconia platinum na k ring price rs 1915 925 sterling silvermade with swarovski gemstones platinum plating stampingyes warranty6 monthsspecifications of zevrr sterling silver swarovski zirconia platinum na k ring pearl features pearl type na silver features silver purity s 925 silver weight 38 g general collection designer brand zevrr preciousartificial jewellery semi precious jewellery model number pzsr01868 type ring occasion wedding engagement everyday workwear love ideal for women girls color silver diamond features diamond weight 0 carat diamond shape na diamond color grade na diamond clarity na warranty covered in warranty 1 sizing issues 2 dented jewelry issues 3polish and plating defects 4 damaged prongs issues 5 missing stone or damaged stone issues warranty summary we maintain high standards of quality and work for 100 customer satisfaction so warranty details are 1 sizing issues 2 dented jewelry issues 3polish and plating defects 4 damaged prongs issues 5 missing stone or damaged stone issues warranty service type we maintain high standards of quality and work for 100 customer satisfaction feedback is very important to us therefore we request you to give us a chance to satisfactorily address your issue by contacting us at infozevrrgmailcom before you give us a neutral or negative feedback gold features gold purity na k body design features base material sterling silver gemstone swarovski zirconia plating platinum ring size 8 additional features certification brand certification in the box sales package 1 ring pack of 1,"[""Jewellery >> Rings >> Zevrr Sterling Silver Swarovski Zirconia Platinu...""]"
kitts n nevis slim fit girls jeans,key features of kitts n nevis slim fit girls jeans rise high rise color stone wash fit slimspecifications of kitts n nevis slim fit girls jeans jeans details number of contents in sales package pack of 1 brand fit slim fabric denim rise high rise general details ideal for girls additional details style code 1288 stone wash,"[""Clothing >> Kids' Clothing >> Girls Wear >> Jeans >> Kitts N Nevis Jeans >> Kitts N Nevis Slim Fit Girl's Jeans""]"
fashion bazar self design womens lehenga choli,key features of fashion bazar self design womens lehenga choli lehenga fabric raw silk net brand color pinkspecifications of fashion bazar self design womens lehenga choli general details ideal for womens pattern self design lehenga choli details type lehenga choli lehenga fabric raw silk net in the box 1 lehengha choli,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Lehenga Cholis >> Lehenga Cholis >> fashion bazar Lehenga Cholis >> fashion bazar Self Design Women's Lehenga Choli""]"
sohardhastshilp self design womens lehenga choli and dupatta set,key features of sohardhastshilp self design womens lehenga choli and dupatta set lehenga fabric synthetic brand color blue pinkspecifications of sohardhastshilp self design womens lehenga choli and dupatta set lehenga choli details lehenga fabric synthetic type lehenga choli and dupatta set general details pattern self design ideal for womens in the box 1 lehenga 1 choli 1 dupatta set,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Lehenga Cholis >> Lehenga Cholis >> Sohardhastshilp Lehenga Cholis >> Sohardhastshilp Self Design Women's Lehenga, Cho...""]"
philigree casual 34 sleeve printed womens top,specifications of philigree casual 34 sleeve printed womens top top details sleeve 34 sleeve number of contents in sales package pack of 1 fabric polyester type top neck round neck general details pattern printed ideal for womens occasion casual fabric care machine wash cold tumble dry low use cool iron in the box 1 top,"[""Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Philigree Tops >> Philigree Casual 3/4 Sleeve Printed Women's Top""]"
noritake carnivale mug mugm25091058c,key features of noritake carnivale mug mugm25091058c 24 carat goldnoritake carnivale mug mugm25091058c white gold yellow pack of 1 price rs 1090 this porcelain mug adds a touch of elegance to your beverage it comes in an appealing white yellow and gold color combination the porcelain make renders it durable enough for daily usagespecifications of noritake carnivale mug mugm25091058c white gold yellow pack of 1 in the box sales package 1 cup pack of 1 general brand noritake model number mugm25091058c model name carnivale mug type coffee tea espresso color white gold yellow material porcelain dishwasher safe yes capacity 385 ml shade blue additional features microwave safe yes break resistant no other features 24 carat gold plated dimensions cup diameter 4 inch cup height 4 inch saucer width 35 inch saucer diameter 35 inch,"[""Kitchen & Dining >> Dinnerware & Crockery >> Cups & Saucers >> Noritake Cups & Saucers >> Noritake Carnivale Mug MUGM25091058C (White, Gol...""]"
rastogi handicrafts joint less leak proof decorative 950 ml bottle,key features of rastogi handicrafts joint less leak proof decorative 950 ml bottle 950 mlrastogi handicrafts joint less leak proof decorative 950 ml bottle pack of 1 brown price rs 1099 pure copper good for ayurveda health benefit comes with a beauty full dari cloth hand bagspecifications of rastogi handicrafts joint less leak proof decorative 950 ml bottle pack of 1 brown general body material copper type bottle in the box number of contents in sales package pack of 1 sales package 1 bottle 1 cloth bag,"[""Kitchen & Dining >> Containers & Bottles >> Bottles & Sippers >> Water bottle >> Rastogi Handicrafts Water bottle >> Rastogi Handicrafts JOINT LESS LEAK PROOF DECORA...""]"
uma traders cotton embroidered semistitched salwar suit dupatta material,key features of uma traders cotton embroidered semistitched salwar suit dupatta material type semistitched salwar suit dupatta material fabric cotton pattern embroidered ideal for womens girlsuma traders cotton embroidered semistitched salwar suit dupatta material price rs 999 uma traders blue color embroidered cottan semistitched salwar suit these are ready to flaunt your style quotient and it is designed and stitched using high grade fabrics and yarns under the strict surveillance of our wellversed professional employees we are offering our product at most reasonable pricescolors may be minor vary from what was mentioned because of different screen resolutionspecifications of uma traders cotton embroidered semistitched salwar suit dupatta material fabric details fabric cotton type semistitched salwar suit dupatta material general details pattern embroidered ideal for womens girls color blue additional details style code uts37f5 in the box 1 salwar1 suit1dupatta,"[""Clothing >> Women's Clothing >> Ethnic Wear >> Fabric >> Salwar Material >> UMA TRADERS Salwar Material >> UMA TRADERS Cotton Embroidered Semi-stitched Sal...""]"
